UF,InicioSemana,Etanol,Gasolina,Paridade,EtanolCompensa
GO,2025-02-17,4.49,6.39,0.702660406885759,False
GO,2025-02-24,4.39,6.39,0.6870109546165885,True
GO,2025-03-03,4.48,6.39,0.7010954616588421,False
GO,2025-03-10,4.48,6.39,0.7010954616588421,False
GO,2025-03-17,4.45,6.39,0.6964006259780908,True
GO,2025-03-24,4.47,6.37,0.7017268445839874,False
GO,2025-03-31,4.39,6.29,0.697933227344992,True
GO,2025-04-07,4.355,6.22,0.7001607717041801,False
GO,2025-04-14,4.45,6.39,0.6964006259780908,True
GO,2025-04-21,4.49,6.39,0.702660406885759,False
GO,2025-04-28,4.58,6.42,0.7133956386292835,False
GO,2025-05-05,4.59,6.404999999999999,0.7166276346604216,False
GO,2025-05-12,4.59,6.39,0.7183098591549296,False
GO,2025-05-19,4.69,6.39,0.7339593114241002,False
GO,2025-05-26,4.59,6.385,0.7188723570869224,False
GO,2025-06-02,4.59,6.39,0.7183098591549296,False
GO,2025-06-09,4.45,6.29,0.7074721780604134,False
GO,2025-06-16,4.475,6.29,0.7114467408585055,False
GO,2025-06-23,4.485,6.32,0.7096518987341772,False
GO,2025-06-30,4.29,6.245,0.6869495596477182,True
GO,2025-07-07,4.28,6.24,0.6858974358974359,True
GO,2025-07-14,4.265000000000001,6.255,0.6818545163868905,True
GO,2025-07-21,3.99,5.99,0.666110183639399,True
GO,2025-07-28,4.39,6.295,0.6973788721207307,True
GO,2025-08-04,4.53,6.29,0.7201907790143085,False
GO,2025-08-11,4.29,6.29,0.6820349761526232,True
GO,2025-08-18,4.19,6.27,0.6682615629984052,True
GO,2025-08-25,3.99,5.99,0.666110183639399,True
GO,2025-09-01,4.19,6.17,0.6790923824959482,True
GO,2025-09-08,4.09,6.09,0.6715927750410509,True
GO,2025-09-15,4.55,6.29,0.7233704292527822,False
GO,2025-09-22,4.58,6.39,0.7167449139280125,False
GO,2025-09-29,4.59,6.39,0.7183098591549296,False
GO,2025-10-06,4.59,6.39,0.7183098591549296,False
GO,2025-10-13,4.59,6.43,0.713841368584759,False
GO,2025-10-20,4.59,6.39,0.7183098591549296,False
GO,2025-10-27,4.585,6.39,0.7175273865414711,False
GO,2025-11-03,4.675,6.39,0.7316118935837246,False
GO,2025-11-10,4.59,6.39,0.7183098591549296,False
GO,2025-11-17,4.59,6.39,0.7183098591549296,False
GO,2025-11-24,4.575,6.39,0.715962441314554,False
GO,2025-12-01,4.69,6.39,0.7339593114241002,False
GO,2025-12-08,4.79,6.39,0.7496087636932708,False
GO,2025-12-15,4.89,6.39,0.7652582159624413,False
GO,2025-12-22,4.97,6.4,0.7765624999999999,False
GO,2025-12-29,4.97,6.47,0.768160741885626,False
GO,2026-01-05,4.97,6.49,0.7657935285053928,False
GO,2026-01-12,4.97,6.49,0.7657935285053928,False
GO,2026-01-19,4.925,6.47,0.7612055641421948,False
GO,2026-01-26,4.97,6.49,0.7657935285053928,False
GO,2026-02-02,5.09,6.49,0.7842835130970723,False
GO,2026-02-09,5.09,6.47,0.7867078825347759,False
GO,2026-02-16,4.95,6.39,0.7746478873239437,False
GO,2026-02-23,4.95,6.39,0.7746478873239437,False
GO,2026-03-02,4.859999999999999,6.29,0.7726550079491254,False
GO,2026-03-09,4.79,6.39,0.7496087636932708,False
GO,2026-03-16,4.74,6.49,0.7303543913713405,False
GO,2026-03-23,4.6850000000000005,6.49,0.7218798151001541,False
GO,2026-03-30,4.49,6.39,0.702660406885759,False
GO,2026-05-04,4.85,6.89,0.7039187227866472,False
GO,2026-05-11,4.69,6.94,0.6757925072046109,True
GO,2026-05-18,4.54,6.92,0.6560693641618497,True
GO,2026-05-25,4.58,6.94,0.6599423631123918,True
GO,2026-06-01,4.41,6.89,0.6400580551523948,True
GO,2026-06-08,4.39,6.89,0.637155297532656,True
GO,2026-06-15,4.39,6.85,0.6408759124087591,True
GO,2026-06-22,4.19,6.84,0.6125730994152048,True
GO,2026-06-29,4.19,6.84,0.6125730994152048,True
GO,2026-07-06,4.09,6.79,0.6023564064801178,True
GO,2026-07-13,4.09,6.82,0.5997067448680351,True
GO,2026-07-20,4.09,6.79,0.6023564064801178,True
GO,2026-07-27,4.09,6.74,0.6068249258160237,True
GO,2026-08-03,4.09,6.69,0.6113602391629297,True
GO,2026-08-10,4.19,6.69,0.6263079222720479,True
GO,2026-08-17,4.03,6.59,0.6115326251896814,True
GO,2026-08-24,3.99,6.59,0.6054628224582701,True
GO,2026-08-31,3.95,6.59,0.5993930197268589,True
MA,2024-09-02,4.79,6.2,0.7725806451612903,False
MA,2024-09-09,4.79,6.25,0.7664,False
MA,2024-09-16,4.74,6.25,0.7584000000000001,False
MA,2024-09-23,4.69,6.220000000000001,0.7540192926045016,False
MA,2024-09-30,4.79,6.24,0.7676282051282051,False
MA,2024-10-07,4.69,6.25,0.7504000000000001,False
MA,2024-10-14,4.69,6.23,0.752808988764045,False
MA,2024-10-21,4.59,6.2,0.7403225806451612,False
MA,2024-10-28,4.69,6.18,0.7588996763754047,False
MA,2024-11-04,4.59,6.13,0.7487765089722676,False
MA,2024-11-11,4.59,6.17,0.7439222042139384,False
MA,2024-11-18,4.69,6.095,0.7694831829368336,False
MA,2024-11-25,4.79,6.09,0.7865353037766831,False
MA,2024-12-02,4.69,5.99,0.7829716193656094,False
MA,2024-12-09,4.79,6.109999999999999,0.783960720130933,False
MA,2024-12-16,4.79,6.19,0.7738287560581583,False
MA,2024-12-23,4.845,6.215,0.7795655671761866,False
MA,2024-12-30,4.79,6.109999999999999,0.783960720130933,False
MA,2025-01-06,4.79,6.1,0.7852459016393443,False
MA,2025-01-13,4.79,6.09,0.7865353037766831,False
MA,2025-01-20,4.79,6.095,0.7858900738310091,False
MA,2025-01-27,4.79,6.095,0.7858900738310091,False
MA,2025-02-03,4.99,6.3,0.7920634920634921,False
MA,2025-02-10,4.99,6.35,0.7858267716535434,False
MA,2025-02-17,4.99,6.39,0.780907668231612,False
MA,2025-02-24,4.99,6.35,0.7858267716535434,False
MA,2025-03-03,4.99,6.39,0.780907668231612,False
MA,2025-03-10,4.99,6.35,0.7858267716535434,False
MA,2025-03-17,4.99,6.35,0.7858267716535434,False
MA,2025-03-24,4.99,6.35,0.7858267716535434,False
MA,2025-03-31,4.95,6.35,0.7795275590551182,False
MA,2025-04-07,4.985,6.35,0.7850393700787403,False
MA,2025-04-14,4.99,6.35,0.7858267716535434,False
MA,2025-04-21,4.94,6.28,0.7866242038216561,False
MA,2025-04-28,4.99,6.25,0.7984,False
MA,2025-05-05,4.95,6.2,0.7983870967741935,False
MA,2025-05-12,4.945,6.220000000000001,0.795016077170418,False
MA,2025-05-19,4.945,6.17,0.8014586709886549,False
MA,2025-05-26,5.07,6.19,0.8190630048465266,False
MA,2025-06-02,4.89,6.1,0.8016393442622951,False
MA,2025-06-09,4.94,6.1,0.8098360655737706,False
MA,2025-06-16,4.89,5.99,0.8163606010016694,False
MA,2025-06-23,4.99,6.06,0.8234323432343236,False
MA,2025-06-30,4.99,6.08,0.8207236842105263,False
MA,2025-07-07,4.99,6.06,0.8234323432343236,False
MA,2025-07-14,4.885,6.08,0.803453947368421,False
MA,2025-07-21,4.89,6.05,0.8082644628099174,False
MA,2025-07-28,4.785,5.91,0.8096446700507615,False
MA,2025-08-04,4.89,6.05,0.8082644628099174,False
MA,2025-08-11,4.89,5.965,0.8197820620284996,False
MA,2025-08-18,4.89,6.05,0.8082644628099174,False
MA,2025-08-25,4.89,5.99,0.8163606010016694,False
MA,2025-09-01,4.89,5.99,0.8163606010016694,False
MA,2025-09-08,4.845,5.955,0.8136020151133501,False
MA,2025-09-15,4.89,5.9350000000000005,0.8239258635214826,False
MA,2025-09-22,4.89,5.99,0.8163606010016694,False
MA,2025-09-29,4.89,5.99,0.8163606010016694,False
MA,2025-10-06,4.89,5.91,0.8274111675126903,False
MA,2025-10-13,4.89,5.99,0.8163606010016694,False
MA,2025-10-20,4.8,5.99,0.8013355592654423,False
MA,2025-10-27,4.79,5.945,0.8057190916736753,False
MA,2025-11-03,4.89,5.99,0.8163606010016694,False
MA,2025-11-10,4.795,5.96,0.8045302013422819,False
MA,2025-11-17,4.99,5.99,0.8330550918196995,False
MA,2025-11-24,4.89,5.96,0.8204697986577181,False
MA,2025-12-01,5.09,6.01,0.8469217970049917,False
MA,2025-12-08,5.09,5.99,0.8497495826377295,False
MA,2025-12-15,5.09,6.03,0.8441127694859037,False
MA,2025-12-22,5.09,5.99,0.8497495826377295,False
MA,2025-12-29,5.09,5.99,0.8497495826377295,False
MA,2026-01-05,4.99,6.04,0.826158940397351,False
MA,2026-01-12,4.99,6.04,0.826158940397351,False
MA,2026-01-19,5.09,6.045,0.8420181968569065,False
MA,2026-01-26,5.09,6.045,0.8420181968569065,False
MA,2026-02-02,5.09,6.04,0.8427152317880794,False
MA,2026-02-09,5.09,5.99,0.8497495826377295,False
MA,2026-02-16,5.09,5.99,0.8497495826377295,False
MA,2026-02-23,5.09,5.99,0.8497495826377295,False
MA,2026-03-02,5.09,5.99,0.8497495826377295,False
MA,2026-03-09,5.34,6.49,0.822804314329738,False
MA,2026-03-16,5.295,6.785,0.7803979366249079,False
MA,2026-03-23,5.29,6.75,0.7837037037037037,False
MA,2026-03-30,5.445,6.8149999999999995,0.7989728539985328,False
MA,2026-04-27,5.8,6.55,0.8854961832061069,False
MA,2026-05-04,5.49,6.6,0.8318181818181819,False
MA,2026-05-11,5.4,6.6,0.8181818181818182,False
MA,2026-05-18,5.395,6.6,0.8174242424242424,False
MA,2026-05-25,5.425000000000001,6.74,0.8048961424332345,False
MA,2026-06-01,5.195,6.69,0.7765321375186846,False
MA,2026-06-08,5.2,6.75,0.7703703703703704,False
MA,2026-06-15,5.245,6.92,0.7579479768786127,False
MA,2026-06-22,5.2,6.98,0.7449856733524355,False
MA,2026-06-29,5.245,6.99,0.7503576537911302,False
MA,2026-07-06,5.2,6.99,0.7439198855507868,False
MA,2026-07-13,5.18,6.89,0.7518142235123367,False
MA,2026-07-20,5.19,6.925000000000001,0.7494584837545126,False
MA,2026-07-27,5.19,6.89,0.7532656023222062,False
MA,2026-08-03,5.19,6.89,0.7532656023222062,False
MA,2026-08-10,5.19,6.82,0.7609970674486803,False
MA,2026-08-17,5.29,6.79,0.7790868924889544,False
MA,2026-08-24,4.99,6.69,0.7458893871449925,False
MA,2026-08-31,5.39,6.99,0.7711015736766809,False
MG,2024-09-02,4.19,6.15,0.6813008130081301,True
MG,2024-09-09,4.25,6.19,0.6865912762520193,True
MG,2024-09-16,4.19,6.15,0.6813008130081301,True
MG,2024-09-23,4.19,6.09,0.6880131362889984,True
MG,2024-09-30,4.19,6.145,0.6818551668022784,True
MG,2024-10-07,4.19,6.09,0.6880131362889984,True
MG,2024-10-14,4.19,6.09,0.6880131362889984,True
MG,2024-10-21,4.19,6.09,0.6880131362889984,True
MG,2024-10-28,4.19,6.09,0.6880131362889984,True
MG,2024-11-04,4.19,6.07,0.6902800658978584,True
MG,2024-11-11,4.165,5.99,0.6953255425709516,True
MG,2024-11-18,4.19,6.05,0.6925619834710744,True
MG,2024-11-25,4.19,5.99,0.6994991652754592,True
MG,2024-12-02,4.19,6.02,0.6960132890365449,True
MG,2024-12-09,4.19,5.99,0.6994991652754592,True
MG,2024-12-16,4.19,5.99,0.6994991652754592,True
MG,2024-12-23,4.19,5.99,0.6994991652754592,True
MG,2024-12-30,4.19,5.99,0.6994991652754592,True
MG,2025-01-06,4.19,5.99,0.6994991652754592,True
MG,2025-01-13,4.215,5.99,0.7036727879799666,False
MG,2025-01-20,4.29,6.01,0.7138103161397671,False
MG,2025-01-27,4.34,6.09,0.7126436781609196,False
MG,2025-02-03,4.45,6.25,0.7120000000000001,False
MG,2025-02-10,4.49,6.24,0.719551282051282,False
MG,2025-02-17,4.49,6.19,0.7253634894991923,False
MG,2025-02-24,4.49,6.23,0.7207062600321027,False
MG,2025-03-03,4.47,6.2,0.7209677419354839,False
MG,2025-03-10,4.45,6.19,0.7189014539579968,False
MG,2025-03-17,4.39,6.19,0.7092084006462035,False
MG,2025-03-24,4.39,6.19,0.7092084006462035,False
MG,2025-03-31,4.39,6.19,0.7092084006462035,False
MG,2025-04-07,4.39,6.19,0.7092084006462035,False
MG,2025-04-14,4.39,6.19,0.7092084006462035,False
MG,2025-04-21,4.39,6.19,0.7092084006462035,False
MG,2025-04-28,4.39,6.19,0.7092084006462035,False
MG,2025-05-05,4.38,6.19,0.7075928917609047,False
MG,2025-05-12,4.35,6.19,0.702746365105008,False
MG,2025-05-19,4.29,6.17,0.6952998379254457,True
MG,2025-05-26,4.29,6.17,0.6952998379254457,True
MG,2025-06-02,4.28,6.09,0.7027914614121511,False
MG,2025-06-09,4.29,6.09,0.7044334975369458,False
MG,2025-06-16,4.3,6.105,0.7043407043407043,False
MG,2025-06-23,4.29,6.09,0.7044334975369458,False
MG,2025-06-30,4.29,6.09,0.7044334975369458,False
MG,2025-07-07,4.29,6.09,0.7044334975369458,False
MG,2025-07-14,4.19,6.09,0.6880131362889984,True
MG,2025-07-21,4.19,6.15,0.6813008130081301,True
MG,2025-07-28,4.19,6.13,0.6835236541598696,True
MG,2025-08-04,4.19,6.09,0.6880131362889984,True
MG,2025-08-11,4.22,6.08,0.694078947368421,True
MG,2025-08-18,4.19,6.08,0.6891447368421053,True
MG,2025-08-25,4.19,5.99,0.6994991652754592,True
MG,2025-09-01,4.19,5.99,0.6994991652754592,True
MG,2025-09-08,4.19,6.01,0.697171381031614,True
MG,2025-09-15,4.29,6.055,0.7085053674649051,False
MG,2025-09-22,4.19,5.99,0.6994991652754592,True
MG,2025-09-29,4.19,5.99,0.6994991652754592,True
MG,2025-10-06,4.19,5.99,0.6994991652754592,True
MG,2025-10-13,4.19,5.99,0.6994991652754592,True
MG,2025-10-20,4.19,5.99,0.6994991652754592,True
MG,2025-10-27,4.19,5.985,0.7000835421888054,False
MG,2025-11-03,4.285,5.99,0.7153589315525877,False
MG,2025-11-10,4.29,5.99,0.7161936560934892,False
MG,2025-11-17,4.29,5.99,0.7161936560934892,False
MG,2025-11-24,4.39,5.99,0.7328881469115192,False
MG,2025-12-01,4.39,5.99,0.7328881469115192,False
MG,2025-12-08,4.39,5.99,0.7328881469115192,False
MG,2025-12-15,4.4,5.99,0.7345575959933223,False
MG,2025-12-22,4.49,6.06,0.740924092409241,False
MG,2025-12-29,4.49,6.09,0.7372742200328408,False
MG,2026-01-05,4.59,6.19,0.7415185783521808,False
MG,2026-01-12,4.69,6.19,0.7576736672051696,False
MG,2026-01-19,4.67,6.19,0.7544426494345718,False
MG,2026-01-26,4.69,6.19,0.7576736672051696,False
MG,2026-02-02,4.69,6.17,0.760129659643436,False
MG,2026-02-09,4.69,6.15,0.7626016260162601,False
MG,2026-02-16,4.69,6.18,0.7588996763754047,False
MG,2026-02-23,4.67,6.14,0.760586319218241,False
MG,2026-03-02,4.64,6.14,0.755700325732899,False
MG,2026-03-09,4.69,6.29,0.7456279809220986,False
MG,2026-03-16,4.79,6.43,0.744945567651633,False
MG,2026-03-23,4.79,6.49,0.7380585516178736,False
MG,2026-03-30,4.79,6.49,0.7380585516178736,False
MG,2026-05-04,4.54,6.39,0.7104851330203443,False
MG,2026-05-11,4.49,6.39,0.702660406885759,False
MG,2026-05-18,4.39,6.39,0.6870109546165885,True
MG,2026-05-25,4.37,6.39,0.6838810641627544,True
MG,2026-06-01,4.29,6.36,0.6745283018867925,True
MG,2026-06-08,4.19,6.39,0.6557120500782474,True
MG,2026-06-15,4.16,6.39,0.6510172143974962,True
MG,2026-06-22,4.09,6.39,0.6400625978090767,True
MG,2026-06-29,4.07,6.35,0.6409448818897638,True
MG,2026-07-06,3.99,6.34,0.6293375394321767,True
MG,2026-07-13,3.99,6.29,0.6343402225755167,True
MG,2026-07-20,3.99,6.33,0.6303317535545024,True
MG,2026-07-27,3.99,6.29,0.6343402225755167,True
MG,2026-08-03,3.99,6.29,0.6343402225755167,True
MG,2026-08-10,3.95,6.29,0.6279809220985691,True
MG,2026-08-17,3.99,6.29,0.6343402225755167,True
MG,2026-08-24,3.99,6.29,0.6343402225755167,True
MG,2026-08-31,3.99,6.29,0.6343402225755167,True
MS,2024-09-02,3.99,6.125,0.6514285714285715,True
MS,2024-09-09,3.99,6.09,0.6551724137931035,True
MS,2024-09-16,3.99,6.105,0.6535626535626535,True
MS,2024-09-23,3.95,6.125,0.6448979591836735,True
MS,2024-09-30,3.99,6.16,0.6477272727272727,True
MS,2024-10-07,3.95,6.14,0.6433224755700326,True
MS,2024-10-14,3.89,6.14,0.6335504885993486,True
MS,2024-10-21,3.95,6.125,0.6448979591836735,True
MS,2024-10-28,3.92,6.12,0.6405228758169934,True
MS,2024-11-04,3.89,6.12,0.6356209150326797,True
MS,2024-11-11,3.99,6.12,0.6519607843137255,True
MS,2024-11-18,3.9000000000000004,6.09,0.6403940886699508,True
MS,2024-11-25,3.99,6.1850000000000005,0.645109135004042,True
MS,2024-12-02,3.99,6.09,0.6551724137931035,True
MS,2024-12-09,4.04,6.2,0.6516129032258065,True
MS,2024-12-16,4.05,6.19,0.6542810985460419,True
MS,2024-12-23,4.04,6.140000000000001,0.6579804560260586,True
MS,2024-12-30,4.0,6.19,0.6462035541195477,True
MS,2025-01-06,4.05,6.19,0.6542810985460419,True
MS,2025-01-13,4.05,6.19,0.6542810985460419,True
MS,2025-01-20,4.03,6.19,0.6510500807754442,True
MS,2025-01-27,4.095,6.245,0.655724579663731,True
MS,2025-02-03,4.15,6.29,0.6597774244833069,True
MS,2025-02-10,4.15,6.39,0.6494522691705791,True
MS,2025-02-17,4.29,6.39,0.6713615023474179,True
MS,2025-02-24,4.29,6.39,0.6713615023474179,True
MS,2025-03-03,4.29,6.39,0.6713615023474179,True
MS,2025-03-10,4.29,6.39,0.6713615023474179,True
MS,2025-03-17,4.09,6.39,0.6400625978090767,True
MS,2025-03-24,4.09,6.39,0.6400625978090767,True
MS,2025-03-31,4.1899999999999995,6.39,0.6557120500782472,True
MS,2025-04-07,4.16,6.39,0.6510172143974962,True
MS,2025-04-14,4.29,6.39,0.6713615023474179,True
MS,2025-04-21,4.16,6.39,0.6510172143974962,True
MS,2025-04-28,4.16,6.39,0.6510172143974962,True
MS,2025-05-05,3.99,6.39,0.6244131455399061,True
MS,2025-05-12,4.125,6.39,0.6455399061032864,True
MS,2025-05-19,4.04,6.39,0.6322378716744914,True
MS,2025-05-26,3.99,6.39,0.6244131455399061,True
MS,2025-06-02,3.99,6.39,0.6244131455399061,True
MS,2025-06-09,3.99,6.29,0.6343402225755167,True
MS,2025-06-16,3.92,6.29,0.6232114467408585,True
MS,2025-06-23,3.99,6.265000000000001,0.6368715083798883,True
MS,2025-06-30,3.99,6.27,0.6363636363636365,True
MS,2025-07-07,3.9400000000000004,6.26,0.6293929712460065,True
MS,2025-07-14,3.89,6.24,0.6233974358974359,True
MS,2025-07-21,3.89,6.24,0.6233974358974359,True
MS,2025-07-28,3.89,6.24,0.6233974358974359,True
MS,2025-08-04,3.99,6.25,0.6384000000000001,True
MS,2025-08-11,3.79,6.24,0.6073717948717948,True
MS,2025-08-18,3.99,6.24,0.639423076923077,True
MS,2025-08-25,3.775,6.115,0.6173344235486509,True
MS,2025-09-01,3.79,6.115,0.6197874080130825,True
MS,2025-09-08,3.89,6.115,0.6361406377759607,True
MS,2025-09-15,3.79,6.115,0.6197874080130825,True
MS,2025-09-22,3.89,6.115,0.6361406377759607,True
MS,2025-09-29,3.89,6.115,0.6361406377759607,True
MS,2025-10-06,3.89,5.99,0.6494156928213689,True
MS,2025-10-13,3.89,5.99,0.6494156928213689,True
MS,2025-10-20,3.79,6.115,0.6197874080130825,True
MS,2025-10-27,3.89,5.99,0.6494156928213689,True
MS,2025-11-03,3.89,5.99,0.6494156928213689,True
MS,2025-11-10,3.89,5.99,0.6494156928213689,True
MS,2025-11-17,3.9400000000000004,5.99,0.657762938230384,True
MS,2025-11-24,3.9400000000000004,5.99,0.657762938230384,True
MS,2025-12-01,3.99,6.19,0.6445880452342487,True
MS,2025-12-08,3.99,6.19,0.6445880452342487,True
MS,2025-12-15,3.99,5.99,0.666110183639399,True
MS,2025-12-22,3.99,5.99,0.666110183639399,True
MS,2025-12-29,3.99,5.99,0.666110183639399,True
MS,2026-01-05,3.99,6.035,0.6611433305716653,True
MS,2026-01-12,4.09,6.34,0.6451104100946372,True
MS,2026-01-19,4.19,6.34,0.6608832807570979,True
MS,2026-01-26,4.33,6.335,0.6835043409629045,True
MS,2026-02-02,4.29,6.33,0.6777251184834123,True
MS,2026-02-09,4.29,6.265000000000001,0.684756584197925,True
MS,2026-02-16,4.29,6.29,0.6820349761526232,True
MS,2026-02-23,4.29,6.24,0.6875,True
MS,2026-03-02,4.29,6.26,0.6853035143769969,True
MS,2026-03-09,4.29,6.29,0.6820349761526232,True
MS,2026-03-16,4.39,6.33,0.693522906793049,True
MS,2026-03-23,4.55,6.665,0.6826706676669168,True
MS,2026-03-30,4.39,6.59,0.6661608497723823,True
MS,2026-04-27,4.85,7.05,0.6879432624113475,True
MS,2026-05-04,4.345,6.58,0.6603343465045592,True
MS,2026-05-11,4.29,6.59,0.6509863429438544,True
MS,2026-05-18,4.29,6.615,0.6485260770975056,True
MS,2026-05-25,4.19,6.49,0.6456086286594761,True
MS,2026-06-01,4.285,6.49,0.6602465331278891,True
MS,2026-06-08,4.265000000000001,6.49,0.6571648690292758,True
MS,2026-06-15,4.24,6.63,0.6395173453996984,True
MS,2026-06-22,3.99,6.63,0.6018099547511313,True
MS,2026-06-29,3.99,6.63,0.6018099547511313,True
MS,2026-07-06,3.97,6.63,0.598793363499246,True
MS,2026-07-13,3.97,6.63,0.598793363499246,True
MS,2026-07-20,3.97,6.63,0.598793363499246,True
MS,2026-07-27,3.89,6.615,0.5880574452003023,True
MS,2026-08-03,3.89,6.6,0.5893939393939395,True
MS,2026-08-10,3.89,6.56,0.5929878048780488,True
MS,2026-08-17,3.89,6.56,0.5929878048780488,True
MS,2026-08-24,3.89,6.57,0.5920852359208524,True
MS,2026-08-31,3.89,6.39,0.6087636932707355,True
MT,2024-09-02,3.59,5.91,0.6074450084602369,True
MT,2024-09-09,3.79,6.09,0.6223316912972086,True
MT,2024-09-16,3.79,6.09,0.6223316912972086,True
MT,2024-09-23,3.65,5.99,0.6093489148580968,True
MT,2024-09-30,3.6,5.99,0.6010016694490818,True
MT,2024-10-07,3.6,5.99,0.6010016694490818,True
MT,2024-10-14,3.69,5.99,0.6160267111853088,True
MT,2024-10-21,3.79,5.99,0.6327212020033389,True
MT,2024-10-28,3.83,5.99,0.6393989983305509,True
MT,2024-11-04,3.75,5.99,0.6260434056761268,True
MT,2024-11-11,3.87,6.09,0.6354679802955665,True
MT,2024-11-18,3.89,6.09,0.638752052545156,True
MT,2024-11-25,3.87,6.07,0.6375617792421746,True
MT,2024-12-02,3.9800000000000004,6.09,0.6535303776683088,True
MT,2024-12-09,3.96,6.09,0.6502463054187192,True
MT,2024-12-16,3.89,6.09,0.638752052545156,True
MT,2024-12-23,3.89,6.08,0.6398026315789473,True
MT,2024-12-30,3.87,6.07,0.6375617792421746,True
MT,2025-01-06,3.93,6.08,0.6463815789473685,True
MT,2025-01-13,3.99,6.09,0.6551724137931035,True
MT,2025-01-20,3.99,6.08,0.65625,True
MT,2025-01-27,4.19,6.19,0.6768982229402262,True
MT,2025-02-03,4.19,6.25,0.6704000000000001,True
MT,2025-02-10,4.27,6.29,0.6788553259141493,True
MT,2025-02-17,4.12,6.29,0.6550079491255962,True
MT,2025-02-24,4.19,6.29,0.6661367249602544,True
MT,2025-03-03,4.27,6.29,0.6788553259141493,True
MT,2025-03-10,4.19,6.29,0.6661367249602544,True
MT,2025-03-17,4.09,6.27,0.6523125996810207,True
MT,2025-03-24,3.99,6.25,0.6384000000000001,True
MT,2025-03-31,3.99,6.09,0.6551724137931035,True
MT,2025-04-07,4.17,6.27,0.6650717703349283,True
MT,2025-04-14,3.99,6.09,0.6551724137931035,True
MT,2025-04-21,4.09,6.17,0.6628849270664505,True
MT,2025-04-28,4.17,6.19,0.6736672051696284,True
MT,2025-05-05,3.99,6.17,0.646677471636953,True
MT,2025-05-12,3.99,6.09,0.6551724137931035,True
MT,2025-05-19,3.99,6.19,0.6445880452342487,True
MT,2025-05-26,3.98,6.09,0.6535303776683087,True
MT,2025-06-02,3.93,5.99,0.656093489148581,True
MT,2025-06-09,3.87,5.99,0.6460767946577629,True
MT,2025-06-16,3.97,5.99,0.662771285475793,True
MT,2025-06-23,3.79,5.99,0.6327212020033389,True
MT,2025-06-30,3.79,5.99,0.6327212020033389,True
MT,2025-07-07,3.79,5.99,0.6327212020033389,True
MT,2025-07-14,3.765,5.99,0.6285475792988314,True
MT,2025-07-21,3.97,6.17,0.6434359805510536,True
MT,2025-07-28,3.97,6.17,0.6434359805510536,True
MT,2025-08-04,3.97,6.17,0.6434359805510536,True
MT,2025-08-11,4.17,6.37,0.6546310832025117,True
MT,2025-08-18,4.17,6.37,0.6546310832025117,True
MT,2025-08-25,4.17,6.37,0.6546310832025117,True
MT,2025-09-01,4.27,6.37,0.6703296703296703,True
MT,2025-09-08,4.27,6.37,0.6703296703296703,True
MT,2025-09-15,4.37,6.37,0.6860282574568289,True
MT,2025-09-22,4.37,6.37,0.6860282574568289,True
MT,2025-09-29,4.37,6.37,0.6860282574568289,True
MT,2025-10-06,4.37,6.37,0.6860282574568289,True
MT,2025-10-13,4.37,6.37,0.6860282574568289,True
MT,2025-10-20,4.37,6.35,0.6881889763779528,True
MT,2025-10-27,4.37,6.29,0.6947535771065183,True
MT,2025-11-03,4.37,6.29,0.6947535771065183,True
MT,2025-11-10,4.37,6.29,0.6947535771065183,True
MT,2025-11-17,4.47,6.29,0.7106518282988871,False
MT,2025-11-24,4.45,6.29,0.7074721780604134,False
MT,2025-12-01,4.47,6.29,0.7106518282988871,False
MT,2025-12-08,4.47,6.29,0.7106518282988871,False
MT,2025-12-15,4.45,6.29,0.7074721780604134,False
MT,2025-12-22,4.46,6.37,0.7001569858712716,False
MT,2025-12-29,4.55,6.37,0.7142857142857142,False
MT,2026-01-05,4.605,6.49,0.7095531587057011,False
MT,2026-01-12,4.575,6.49,0.7049306625577813,False
MT,2026-01-19,4.55,6.47,0.7032457496136012,False
MT,2026-01-26,4.53,6.45,0.7023255813953488,False
MT,2026-02-02,4.55,6.39,0.7120500782472614,False
MT,2026-02-09,4.69,6.39,0.7339593114241002,False
MT,2026-02-16,4.69,6.39,0.7339593114241002,False
MT,2026-02-23,4.69,6.39,0.7339593114241002,False
MT,2026-03-02,4.67,6.39,0.730829420970266,False
MT,2026-03-09,4.67,6.59,0.708649468892261,False
MT,2026-03-16,4.67,6.59,0.708649468892261,False
MT,2026-03-23,4.67,6.79,0.6877761413843888,True
MT,2026-03-30,4.67,6.79,0.6877761413843888,True
MT,2026-05-04,4.455,6.79,0.6561119293078056,True
MT,2026-05-11,4.29,6.69,0.6412556053811659,True
MT,2026-05-18,4.17,6.69,0.6233183856502241,True
MT,2026-05-25,3.99,6.69,0.5964125560538116,True
MT,2026-06-01,3.99,6.69,0.5964125560538116,True
MT,2026-06-08,3.975,6.77,0.5871491875923192,True
MT,2026-06-15,3.89,6.76,0.5754437869822485,True
MT,2026-06-22,3.85,6.79,0.5670103092783505,True
MT,2026-06-29,3.77,6.77,0.5568685376661744,True
MT,2026-07-06,3.79,6.79,0.5581737849779087,True
MT,2026-07-13,3.79,6.79,0.5581737849779087,True
MT,2026-07-20,3.78,6.79,0.5567010309278351,True
MT,2026-07-27,3.77,6.79,0.5552282768777614,True
MT,2026-08-03,3.75,6.77,0.5539143279172821,True
MT,2026-08-10,3.71,6.77,0.5480059084194978,True
